FlightId;DpAirportCode;DpScheduledDate;DpScheduledTime;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DPStatusDescription;ArrAirportCode;ArrScheduledDate;ArrpScheduledTime;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;AirlineID;FlightNumber;AircraftCode;StatusCode;StatusDescription
LH718;MUC;2023-05-19;15:55;2023-05-19;15:52;2;H32;DP;Flight Departed;ICN;2023-05-20;09:55;2023-05-20;10:04;1;;LD;Flight Landed;LH;718;359;LD;Flight Landed
LH2274;MUC;2023-05-19;15:55;2023-05-19;15:59;2;K09;DP;Flight Departed;NCE;2023-05-19;17:20;2023-05-19;17:28;1;;LD;Flight Landed;LH;2274;32V;LD;Flight Landed
LH2454;MUC;2023-05-19;15:55;2023-05-19;16:01;2;G14;DP;Flight Departed;OSL;2023-05-19;18:05;2023-05-19;18:04;;;LD;Flight Landed;LH;2454;32N;LD;Flight Landed
CL2502;MUC;2023-05-19;15:55;2023-05-19;16:01;2;H16;DP;Flight Departed;MAN;2023-05-19;17:00;2023-05-19;16:53;1;;LD;Flight Landed;CL;2502;31K;LD;Flight Landed
CL2510;MUC;2023-05-19;15:55;2023-05-19;15:53;2;H34;DP;Flight Departed;BHX;2023-05-19;16:55;2023-05-19;16:40;;;LD;Flight Landed;CL;2510;319;LD;Flight Landed
LH1946;MUC;2023-05-19;16:00;2023-05-19;16:08;2;G20;DP;Flight Departed;BER;2023-05-19;17:05;2023-05-19;17:07;1;A03;LD;Flight Landed;LH;1946;32N;LD;Flight Landed
CL1982;MUC;2023-05-19;16:00;2023-05-19;16:08;2;G32;DP;Flight Departed;CGN;2023-05-19;17:05;2023-05-19;17:17;1;C11;LD;Flight Landed;CL;1982;CR9;LD;Flight Landed
WX2148;MUC;2023-05-19;16:00;2023-05-19;16:18;2;G11;DP;Flight Departed;STR;2023-05-19;16:45;2023-05-19;17:08;1;;LD;Flight Landed;WX;2148;CRK;LD;Flight Landed
LH2478;MUC;2023-05-19;16:05;2023-05-19;16:11;2;H44;DP;Flight Departed;LHR;2023-05-19;17:05;2023-05-19;16:56;2;;LD;Flight Landed;LH;2478;32N;LD;Flight Landed
LH414;MUC;2023-05-19;16:20;2023-05-19;16:21;2;H08;DP;Flight Departed;IAD;2023-05-19;19:40;2023-05-19;19:24;;B45;LD;Flight Landed;LH;414;359;LD;Flight Landed
LH458;MUC;2023-05-19;16:20;2023-05-19;16:13;2;L30;DP;Flight Departed;SFO;2023-05-19;19:00;2023-05-19;18:49;I;G04;LD;Flight Landed;LH;458;359;LD;Flight Landed
LH2020;MUC;2023-05-19;16:30;2023-05-19;16:28;2;G29;DP;Flight Departed;DUS;2023-05-19;17:40;2023-05-19;17:38;;A49;LD;Flight Landed;LH;2020;319;LD;Flight Landed
EN8286;MUC;2023-05-19;16:45;2023-05-19;16:53;2;G31;DP;Flight Departed;LIN;2023-05-19;17:55;2023-05-19;17:57;;;LD;Flight Landed;EN;8286;E95;LD;Flight Landed
LH1870;MUC;2023-05-19;16:45;2023-05-19;16:51;2;K03;DP;Flight Departed;FCO;2023-05-19;18:10;2023-05-19;18:28;1;;LD;Flight Landed;LH;1870;32M;LD;Flight Landed
EW6615;MUC;2023-05-19;16:50;2023-05-19;16:56;1;C10;DP;Flight Departed;PRN;2023-05-19;18:40;2023-05-19;18:46;;;LD;Flight Landed;EW;6615;320;LD;Flight Landed
LH474;MUC;2023-05-19;16:50;2023-05-19;17:10;2;L11;DP;Flight Departed;YUL;2023-05-19;19:00;2023-05-19;19:20;;A59;LD;Flight Landed;LH;474;35S;LD;Flight Landed
EN8362;MUC;2023-05-19;17:00;2023-05-19;17:07;2;G19;DP;Flight Departed;ORY;2023-05-19;18:35;2023-05-19;18:41;;;LD;Flight Landed;EN;8362;E95;LD;Flight Landed
LH115;MUC;2023-05-19;17:00;2023-05-19;17:18;2;G28;DP;Flight Departed;FRA;2023-05-19;18:00;2023-05-19;18:11;1;A19;LD;Flight Landed;LH;115;78S;LD;Flight Landed
LH1948;MUC;2023-05-19;17:00;2023-05-19;16:55;2;G04;DP;Flight Departed;BER;2023-05-19;18:05;2023-05-19;17:59;1;B07;LD;Flight Landed;LH;1948;32N;LD;Flight Landed
CL2442;MUC;2023-05-19;17:10;2023-05-19;17:04;2;K08;DP;Flight Departed;CPH;2023-05-19;18:45;2023-05-19;18:31;2;;LD;Flight Landed;CL;2442;319;LD;Flight Landed
EW087;MUC;2023-05-19;17:15;2023-05-19;17:12;1;D15;DP;Flight Departed;CGN;2023-05-19;18:25;2023-05-19;18:15;1;C30;LD;Flight Landed;EW;087;320;LD;Flight Landed
EW1786;MUC;2023-05-19;17:15;2023-05-19;17:14;1;D16;DP;Flight Departed;PMI;2023-05-19;19:30;2023-05-19;19:30;;;LD;Flight Landed;EW;1786;320;LD;Flight Landed
LH2068;MUC;2023-05-19;17:15;2023-05-19;17:09;2;G18;DP;Flight Departed;HAM;2023-05-19;18:30;2023-05-19;18:20;2;;LD;Flight Landed;LH;2068;32V;LD;Flight Landed
LH117;MUC;2023-05-19;18:00;2023-05-19;17:59;2;G14;DP;Flight Departed;FRA;2023-05-19;18:55;2023-05-19;19:09;1;A58;LD;Flight Landed;LH;117;320;LD;Flight Landed
LH1952;MUC;2023-05-19;18:00;2023-05-19;17:57;2;G30;DP;Flight Departed;BER;2023-05-19;19:05;2023-05-19;18:57;1;A02;LD;Flight Landed;LH;1952;32N;LD;Flight Landed
LH2102;MUC;2023-05-19;18:05;2023-05-19;18:00;2;G26;DP;Flight Departed;HAJ;2023-05-19;19:10;2023-05-19;19:06;;A04;LD;Flight Landed;LH;2102;321;LD;Flight Landed
CL2252;MUC;2023-05-19;18:05;2023-05-19;18:11;2;G81;DP;Flight Departed;LYS;2023-05-19;19:20;2023-05-19;19:26;1;;LD;Flight Landed;CL;2252;CR9;LD;Flight Landed
LH2072;MUC;2023-05-19;18:15;2023-05-19;18:34;2;G20;DP;Flight Departed;HAM;2023-05-19;19:30;2023-05-19;19:41;2;;LD;Flight Landed;LH;2072;319;LD;Flight Landed
EW1994;MUC;2023-05-19;18:20;2023-05-19;18:19;1;D15;DP;Flight Departed;PMI;2023-05-19;20:35;2023-05-19;20:30;;;LD;Flight Landed;EW;1994;32A;LD;Flight Landed
LH2026;MUC;2023-05-19;18:30;2023-05-19;18:29;2;G24;DP;Flight Departed;DUS;2023-05-19;19:40;2023-05-19;19:35;;A49;LD;Flight Landed;LH;2026;319;LD;Flight Landed
CL2322;MUC;2023-05-19;18:35;2023-05-19;18:35;2;G82;DP;Flight Departed;LUX;2023-05-19;19:35;2023-05-19;19:33;;;LD;Flight Landed;CL;2322;CR9;LD;Flight Landed
EN8236;MUC;2023-05-19;18:40;2023-05-19;18:54;2;G37;DP;Flight Departed;VCE;2023-05-19;19:40;2023-05-19;19:51;;;LD;Flight Landed;EN;8236;E95;LD;Flight Landed
CL1988;MUC;2023-05-19;18:40;2023-05-19;18:45;2;G33;DP;Flight Departed;CGN;2023-05-19;19:45;2023-05-19;19:47;1;C11;LD;Flight Landed;CL;1988;CR9;LD;Flight Landed
CL2140;MUC;2023-05-19;18:40;2023-05-19;18:41;2;G31;DP;Flight Departed;FMO;2023-05-19;19:50;2023-05-19;19:43;;;LD;Flight Landed;CL;2140;CR9;LD;Flight Landed
CL2196;MUC;2023-05-19;18:40;2023-05-19;18:43;2;G17;DP;Flight Departed;BRE;2023-05-19;19:50;2023-05-19;19:46;;;LD;Flight Landed;CL;2196;CR9;LD;Flight Landed
CL2372;MUC;2023-05-19;18:40;2023-05-19;18:50;2;G35;DP;Flight Departed;ZRH;2023-05-19;19:30;2023-05-19;19:38;;;LD;Flight Landed;CL;2372;CR9;LD;Flight Landed
LH2480;MUC;2023-05-19;18:40;2023-05-19;18:36;2;H28;DP;Flight Departed;LHR;2023-05-19;19:40;2023-05-19;19:38;2;;LD;Flight Landed;LH;2480;32N;LD;Flight Landed
LH2290;MUC;2023-05-19;18:45;2023-05-19;18:54;2;K03;DP;Flight Departed;BRU;2023-05-19;20:05;2023-05-19;20:15;;;LD;Flight Landed;LH;2290;32A;LD;Flight Landed
WX2444;MUC;2023-05-19;18:55;2023-05-19;19:09;2;G46;DP;Flight Departed;CPH;2023-05-19;20:30;2023-05-19;20:33;2;;LD;Flight Landed;WX;2444;CRK;LD;Flight Landed
EN8734;MUC;2023-05-19;19:00;;;2;G19;NO;No Status;DRS;2023-05-19;19:55;;;;;NO;No Status;EN;8734;E95;CD;Flight Cancelled
CL2308;MUC;2023-05-19;19:05;2023-05-19;19:13;2;G11;DP;Flight Departed;AMS;2023-05-19;20:35;2023-05-19;20:31;;;LD;Flight Landed;CL;2308;CR9;LD;Flight Landed
YY3810;MUC;2023-05-19;19:15;;;2;;NO;No Status;NUE;2023-05-19;21:30;;;;;NO;No Status;YY;3810;BUS;NA;No Status
LH1756;MUC;2023-05-19;19:20;2023-05-19;19:34;2;K19;DP;Flight Departed;ATH;2023-05-19;22:45;2023-05-19;22:55;;;LD;Flight Landed;LH;1756;32Q;LD;Flight Landed
LH1780;MUC;2023-05-19;19:25;2023-05-19;19:48;2;G26;DP;Flight Departed;LIS;2023-05-19;21:40;2023-05-19;21:52;1;;LD;Flight Landed;LH;1780;32Q;LD;Flight Landed
OS116;MUC;2023-05-19;19:25;2023-05-19;20:16;2;G38;DP;Flight Departed;VIE;2023-05-19;20:30;2023-05-19;21:13;3;ARS;LD;Flight Landed;OS;116;320;LD;Flight Landed
LH1806;MUC;2023-05-19;19:30;2023-05-19;19:34;2;G44;DP;Flight Departed;MAD;2023-05-19;22:10;2023-05-19;22:03;2;;LD;Flight Landed;LH;1806;32N;LD;Flight Landed
LH1818;MUC;2023-05-19;19:30;2023-05-19;20:30;2;G30;DP;Flight Departed;BCN;2023-05-19;21:30;2023-05-19;22:27;1;;LD;Flight Landed;LH;1818;321;LD;Flight Landed
LH2030;MUC;2023-05-19;19:30;2023-05-19;19:25;2;G18;DP;Flight Departed;DUS;2023-05-19;20:40;2023-05-19;20:28;;B91;LD;Flight Landed;LH;2030;319;LD;Flight Landed
LH1872;MUC;2023-05-19;19:35;2023-05-19;19:37;2;K12;DP;Flight Departed;FCO;2023-05-19;21:00;2023-05-19;21:11;1;;LD;Flight Landed;LH;1872;32M;LD;Flight Landed
LH684;MUC;2023-05-19;19:45;2023-05-19;19:53;2;;DP;Flight Departed;TLV;2023-05-20;00:25;2023-05-20;00:32;3;;LD;Flight Landed;LH;684;32Q;LD;Flight Landed
LH2482;MUC;2023-05-19;19:45;2023-05-19;19:47;2;H04;DP;Flight Departed;LHR;2023-05-19;20:45;2023-05-19;20:21;2;A23;FE;Flight Early;LH;2482;32N;FE;Flight Early
EW9091;MUC;2023-05-19;19:50;2023-05-19;19:49;1;D06;DP;Flight Departed;DUS;2023-05-19;21:05;2023-05-19;20:53;;B91;LD;Flight Landed;EW;9091;31B;LD;Flight Landed
EN2266;MUC;2023-05-19;19:50;2023-05-19;20:03;2;G65;DP;Flight Departed;MRS;2023-05-19;21:30;2023-05-19;21:46;1A;;LD;Flight Landed;EN;2266;E95;LD;Flight Landed
EN8198;MUC;2023-05-19;19:55;2023-05-19;19:49;2;K22;DP;Flight Departed;FLR;2023-05-19;21:10;2023-05-19;21:05;;;LD;Flight Landed;EN;8198;E95;LD;Flight Landed
LH121;MUC;2023-05-19;20:00;2023-05-19;20:16;2;G20;DP;Flight Departed;FRA;2023-05-19;21:00;2023-05-19;21:10;1;A34;LD;Flight Landed;LH;121;32N;LD;Flight Landed
LH1960;MUC;2023-05-19;20:00;;;2;G10;NO;No Status;BER;2023-05-19;21:05;;;1;B03;NO;No Status;LH;1960;32A;CD;Flight Cancelled
LH2432;MUC;2023-05-19;20:05;2023-05-19;20:07;2;K14;DP;Flight Departed;GOT;2023-05-19;21:55;2023-05-19;21:46;;;LD;Flight Landed;LH;2432;32A;LD;Flight Landed
LH2456;MUC;2023-05-19;20:05;2023-05-19;20:04;2;K01;DP;Flight Departed;OSL;2023-05-19;22:15;2023-05-19;22:08;;;LD;Flight Landed;LH;2456;32V;LD;Flight Landed
CL1646;MUC;2023-05-19;20:10;2023-05-19;20:07;2;G81;DP;Flight Departed;GDN;2023-05-19;21:40;2023-05-19;21:36;;;LD;Flight Landed;CL;1646;CR9;LD;Flight Landed
CL1660;MUC;2023-05-19;20:10;2023-05-19;20:10;2;H40;DP;Flight Departed;TSR;2023-05-19;22:35;2023-05-19;22:44;;;LD;Flight Landed;CL;1660;31K;LD;Flight Landed
EN1694;MUC;2023-05-19;20:10;2023-05-19;20:26;2;K28;DP;Flight Departed;PRG;2023-05-19;21:00;2023-05-19;21:10;2;;LD;Flight Landed;EN;1694;E95;LD;Flight Landed
CL2310;MUC;2023-05-19;20:10;2023-05-19;20:08;2;G33;DP;Flight Departed;AMS;2023-05-19;21:40;2023-05-19;21:27;;;LD;Flight Landed;CL;2310;CR9;LD;Flight Landed
LH2466;MUC;2023-05-19;20:10;2023-05-19;20:13;2;K24;DP;Flight Departed;HEL;2023-05-19;23:40;2023-05-19;23:40;;;LD;Flight Landed;LH;2466;32N;LD;Flight Landed
LH2076;MUC;2023-05-19;20:15;2023-05-19;20:20;2;G14;DP;Flight Departed;HAM;2023-05-19;21:30;2023-05-19;21:26;2;;LD;Flight Landed;LH;2076;321;LD;Flight Landed
WX1616;MUC;2023-05-19;20:20;2023-05-19;21:03;2;G82;DP;Flight Departed;WAW;2023-05-19;21:50;2023-05-19;22:30;;;LD;Flight Landed;WX;1616;CR9;LD;Flight Landed
EN8244;MUC;2023-05-19;20:30;2023-05-19;21:02;2;K27;DP;Flight Departed;BLQ;2023-05-19;21:35;2023-05-19;22:05;;;LD;Flight Landed;EN;8244;E95;LD;Flight Landed
EW4063;MUC;2023-05-19;20:50;2023-05-19;20:43;1;D22;DP;Flight Departed;DTM;2023-05-19;22:00;2023-05-19;21:47;;;LD;Flight Landed;EW;4063;320;LD;Flight Landed
X97177;MUC;2023-05-19;20:50;2023-05-19;21:15;1;D06;DP;Flight Departed;HAM;2023-05-19;22:15;2023-05-19;22:31;1;;LD;Flight Landed;X9;7177;320;LD;Flight Landed
LH123;MUC;2023-05-19;21:00;2023-05-19;20:58;2;G28;DP;Flight Departed;FRA;2023-05-19;22:00;2023-05-19;21:56;1;A15;LD;Flight Landed;LH;123;78S;LD;Flight Landed
LH1880;MUC;2023-05-19;21:00;2023-05-19;20:59;2;K13;DP;Flight Departed;NAP;2023-05-19;22:35;2023-05-19;23:01;;;LD;Flight Landed;LH;1880;32M;LD;Flight Landed
CL2034;MUC;2023-05-19;21:00;2023-05-19;21:08;2;G26;DP;Flight Departed;DUS;2023-05-19;22:10;2023-05-19;22:14;;B91;LD;Flight Landed;CL;2034;31K;LD;Flight Landed
2L1111;MUC;2023-05-19;21:00;2023-05-19;21:02;2;K22;DP;Flight Departed;ZRH;2023-05-19;21:55;2023-05-19;22:07;;;LD;Flight Landed;2L;1111;290;LD;Flight Landed
CL1830;MUC;2023-05-19;21:10;2023-05-19;21:12;2;K21;DP;Flight Departed;BIO;2023-05-19;23:25;2023-05-19;23:17;;;LD;Flight Landed;CL;1830;319;LD;Flight Landed
SN2648;MUC;2023-05-19;21:10;2023-05-19;21:15;2;K11;DP;Flight Departed;BRU;2023-05-19;22:30;2023-05-19;22:33;;;LD;Flight Landed;SN;2648;319;LD;Flight Landed
LH2078;MUC;2023-05-19;21:15;2023-05-19;21:53;2;K09;DP;Flight Departed;HAM;2023-05-19;22:30;2023-05-19;23:01;2;;LD;Flight Landed;LH;2078;32M;LD;Flight Landed
LH1788;MUC;2023-05-19;21:20;2023-05-19;21:20;2;K19;DP;Flight Departed;OPO;2023-05-19;23:25;2023-05-19;23:06;;;LD;Flight Landed;LH;1788;32N;LD;Flight Landed
LH2222;MUC;2023-05-19;21:20;2023-05-19;21:19;2;K18;DP;Flight Departed;TLS;2023-05-19;23:05;2023-05-19;23:07;;;LD;Flight Landed;LH;2222;32A;LD;Flight Landed
LH586;MUC;2023-05-19;21:30;2023-05-19;21:34;2;H18;DP;Flight Departed;CAI;2023-05-20;02:10;2023-05-20;02:08;3;;LD;Flight Landed;LH;586;32Q;LD;Flight Landed
LH1962;MUC;2023-05-19;21:30;2023-05-19;21:44;2;G30;DP;Flight Departed;BER;2023-05-19;22:35;2023-05-19;22:46;1;B10;LD;Flight Landed;LH;1962;321;LD;Flight Landed
LH2420;MUC;2023-05-19;21:30;2023-05-19;21:31;2;G34;DP;Flight Departed;ARN;2023-05-19;23:40;2023-05-19;23:35;5;;LD;Flight Landed;LH;2420;32V;LD;Flight Landed
YY3808;MUC;2023-05-19;21:30;;;2;;NO;No Status;NUE;2023-05-19;23:45;;;;;NO;No Status;YY;3808;BUS;NA;No Status
OS118;MUC;2023-05-19;21:35;2023-05-19;21:40;2;K24;DP;Flight Departed;VIE;2023-05-19;22:40;2023-05-19;22:38;3;F04A;LD;Flight Landed;OS;118;320;LD;Flight Landed
LH2446;MUC;2023-05-19;21:40;2023-05-19;21:44;2;G44;DP;Flight Departed;CPH;2023-05-19;23:15;2023-05-19;23:13;2;;LD;Flight Landed;LH;2446;32V;LD;Flight Landed
LH2484;MUC;2023-05-19;21:40;2023-05-19;21:57;2;H38;DP;Flight Departed;LHR;2023-05-19;22:40;2023-05-19;22:45;2;A18;LD;Flight Landed;LH;2484;32N;LD;Flight Landed
LH2200;MUC;2023-05-19;21:45;2023-05-19;21:47;2;K03;DP;Flight Departed;BRE;2023-05-19;22:55;2023-05-19;22:54;;;LD;Flight Landed;LH;2200;319;LD;Flight Landed
LH2238;MUC;2023-05-19;21:45;2023-05-19;21:42;2;K23;DP;Flight Departed;CDG;2023-05-19;23:25;2023-05-19;23:09;1;065;LD;Flight Landed;LH;2238;32V;LD;Flight Landed
CL1994;MUC;2023-05-19;21:50;2023-05-19;21:50;2;K25;DP;Flight Departed;CGN;2023-05-19;22:55;2023-05-19;22:45;1;C20;LD;Flight Landed;CL;1994;319;LD;Flight Landed
EN8206;MUC;2023-05-19;21:55;2023-05-19;22:27;2;G33;DP;Flight Departed;VCE;2023-05-19;22:55;2023-05-19;23:27;;;LD;Flight Landed;EN;8206;E95;LD;Flight Landed
EN8212;MUC;2023-05-19;21:55;2023-05-19;22:01;2;K30;DP;Flight Departed;VRN;2023-05-19;22:50;2023-05-19;23:08;;;LD;Flight Landed;EN;8212;E95;LD;Flight Landed
EN8258;MUC;2023-05-19;21:55;2023-05-19;22:22;2;K27;DP;Flight Departed;TRN;2023-05-19;23:10;2023-05-19;23:39;;;LD;Flight Landed;EN;8258;E95;LD;Flight Landed
EN8322;MUC;2023-05-19;22:00;2023-05-19;22:02;2;H41;DP;Flight Departed;CLJ;2023-05-20;00:40;2023-05-20;00:44;;;LD;Flight Landed;EN;8322;E95;LD;Flight Landed
LH1626;MUC;2023-05-19;22:00;2023-05-19;22:13;2;G40;DP;Flight Departed;KRK;2023-05-19;23:20;2023-05-19;23:27;;;LD;Flight Landed;LH;1626;32N;LD;Flight Landed
CL1634;MUC;2023-05-19;22:00;2023-05-19;22:03;2;G35;DP;Flight Departed;WRO;2023-05-19;23:05;2023-05-19;23:07;;;LD;Flight Landed;CL;1634;CR9;LD;Flight Landed
LH1654;MUC;2023-05-19;22:00;2023-05-19;22:13;2;H16;DP;Flight Departed;OTP;2023-05-20;00:55;2023-05-20;01:15;;;LD;Flight Landed;LH;1654;32V;LD;Flight Landed
LH1714;MUC;2023-05-19;22:00;2023-05-19;22:17;2;H24;DP;Flight Departed;TIA;2023-05-19;23:40;2023-05-19;23:59;;;LD;Flight Landed;LH;1714;32V;LD;Flight Landed
LH2106;MUC;2023-05-19;22:00;2023-05-19;22:45;2;G46;DP;Flight Departed;HAJ;2023-05-19;23:05;2023-05-19;23:50;;;LD;Flight Landed;LH;2106;32M;LD;Flight Landed
LH2276;MUC;2023-05-19;22:00;2023-05-19;21:56;2;K28;DP;Flight Departed;NCE;2023-05-19;23:25;2023-05-19;23:21;1;;LD;Flight Landed;LH;2276;32N;LD;Flight Landed
LH790;MUC;2023-05-19;22:10;2023-05-19;22:15;2;H08;DP;Flight Departed;SIN;2023-05-20;16:25;2023-05-20;16:34;2;E03;LD;Flight Landed;LH;790;359;LD;Flight Landed
CL2390;MUC;2023-05-19;22:10;2023-05-19;22:01;2;G63;DP;Flight Departed;GVA;2023-05-19;23:20;2023-05-19;23:07;1;;LD;Flight Landed;CL;2390;CR9;LD;Flight Landed
EN1862;MUC;2023-05-19;22:15;2023-05-19;22:35;2;G26;DP;Flight Departed;MXP;2023-05-19;23:20;2023-05-19;23:49;1;;LD;Flight Landed;EN;1862;E95;LD;Flight Landed
CL2152;MUC;2023-05-19;22:15;2023-05-19;22:15;2;G82;DP;Flight Departed;STR;2023-05-19;23:00;2023-05-19;23:02;1;;LD;Flight Landed;CL;2152;CR9;LD;Flight Landed
LH742;MUC;2023-05-19;22:20;2023-05-19;23:21;2;H32;DP;Flight Departed;KIX;2023-05-20;17:20;2023-05-20;18:17;1;006;LD;Flight Landed;LH;742;359;LD;Flight Landed
CL2182;MUC;2023-05-19;22:20;2023-05-19;22:14;2;G27;DP;Flight Departed;PAD;2023-05-19;23:20;2023-05-19;23:11;;;LD;Flight Landed;CL;2182;CR9;LD;Flight Landed
LH772;MUC;2023-05-19;22:25;2023-05-19;22:22;2;H02;DP;Flight Departed;BKK;2023-05-20;14:10;2023-05-20;14:11;;D06;LD;Flight Landed;LH;772;359;LD;Flight Landed
CL1640;MUC;2023-05-19;22:25;2023-05-19;22:22;2;G81;DP;Flight Departed;POZ;2023-05-19;23:35;2023-05-19;23:31;;;LD;Flight Landed;CL;1640;CR9;LD;Flight Landed
CL1666;MUC;2023-05-19;22:25;2023-05-19;22:29;2;H39;DP;Flight Departed;SBZ;2023-05-20;01:00;2023-05-20;01:12;;;LD;Flight Landed;CL;1666;CR9;LD;Flight Landed
LH1682;MUC;2023-05-19;22:25;2023-05-19;22:38;2;K21;DP;Flight Departed;BUD;2023-05-19;23:40;2023-05-19;23:51;2A;;LD;Flight Landed;LH;1682;319;LD;Flight Landed
CL2142;MUC;2023-05-19;22:25;2023-05-19;22:23;2;G19;DP;Flight Departed;FMO;2023-05-19;23:35;2023-05-19;23:24;;;LD;Flight Landed;CL;2142;CR9;LD;Flight Landed
LH2558;MUC;2023-05-19;22:25;2023-05-19;22:37;2;H20;DP;Flight Departed;TBS;2023-05-20;04:10;2023-05-20;04:35;;103;LD;Flight Landed;LH;2558;32M;LD;Flight Landed
LX1735;FCO;2023-05-19;06:45;2023-05-19;06:48;1;A63;DP;Flight Departed;ZRH;2023-05-19;08:20;2023-05-19;08:18;;;LD;Flight Landed;LX;1735;32N;LD;Flight Landed
LH243;FCO;2023-05-19;07:00;2023-05-19;07:11;1;A66;DP;Flight Departed;FRA;2023-05-19;08:55;2023-05-19;09:06;1;Area A;LD;Flight Landed;LH;243;32M;LD;Flight Landed
LH1873;FCO;2023-05-19;08:00;2023-05-19;07:59;1;A65;DP;Flight Departed;MUC;2023-05-19;09:35;2023-05-19;09:18;2;K06;LD;Flight Landed;LH;1873;32M;LD;Flight Landed
OS502;FCO;2023-05-19;08:55;2023-05-19;09:03;1;A66;DP;Flight Departed;VIE;2023-05-19;10:30;2023-05-19;10:30;3;F36A;LD;Flight Landed;OS;502;321;LD;Flight Landed
LX1727;FCO;2023-05-19;09:40;2023-05-19;09:51;1;A73;DP;Flight Departed;ZRH;2023-05-19;11:20;2023-05-19;11:30;;;LD;Flight Landed;LX;1727;321;LD;Flight Landed
SN3176;FCO;2023-05-19;10:15;2023-05-19;10:34;1;;DP;Flight Departed;BRU;2023-05-19;12:30;2023-05-19;12:47;;;LD;Flight Landed;SN;3176;320;LD;Flight Landed
BT9883;FCO;2023-05-19;10:40;2023-05-19;10:55;1;A02;DP;Flight Departed;DUS;2023-05-19;12:55;2023-05-19;13:17;;B91;LD;Flight Landed;BT;9883;223;LD;Flight Landed
LH1867;FCO;2023-05-19;10:50;;;1;A00;NO;No Status;MUC;2023-05-19;12:25;;;2;;NO;No Status;LH;1867;32M;CD;Flight Cancelled
LH233;FCO;2023-05-19;13:25;;;1;A00;NO;No Status;FRA;2023-05-19;15:20;;;1;B10;NO;No Status;LH;233;321;CD;Flight Cancelled
E64243;FCO;2023-05-19;13:30;;;1;;NO;No Status;PRG;2023-05-19;15:20;;;2;;NO;No Status;E6;4243;320;CD;Flight Cancelled
EW2883;FCO;2023-05-19;13:55;;;1;;NO;No Status;STR;2023-05-19;15:35;;;1;;NO;No Status;EW;2883;31D;CD;Flight Cancelled
LH235;FCO;2023-05-19;14:55;;;1;A00;NO;No Status;FRA;2023-05-19;16:50;;;1;A14;NO;No Status;LH;235;321;CD;Flight Cancelled
LX1737;FCO;2023-05-19;15:05;;;1;A00;NO;No Status;ZRH;2023-05-19;16:40;;;;;NO;No Status;LX;1737;321;CD;Flight Cancelled
EW887;FCO;2023-05-19;15:40;2023-05-19;17:10;1;A04;DP;Flight Departed;CGN;2023-05-19;17:40;2023-05-19;19:00;1;C88;LD;Flight Landed;EW;887;32A;LD;Flight Landed
EW7887;FCO;2023-05-19;15:40;2023-05-19;17:40;1;A09;DP;Flight Departed;HAM;2023-05-19;17:55;2023-05-19;19:43;1;;LD;Flight Landed;EW;7887;32A;LD;Flight Landed
LH1869;FCO;2023-05-19;15:50;;;1;A00;NO;No Status;MUC;2023-05-19;17:25;;;2;;NO;No Status;LH;1869;32M;CD;Flight Cancelled
SN3182;FCO;2023-05-19;17:45;2023-05-19;18:09;1;;DP;Flight Departed;BRU;2023-05-19;19:55;2023-05-19;20:18;;;LD;Flight Landed;SN;3182;320;LD;Flight Landed
LH237;FCO;2023-05-19;18:30;2023-05-19;18:56;1;A61;DP;Flight Departed;FRA;2023-05-19;20:25;2023-05-19;20:39;1;Area A;LD;Flight Landed;LH;237;32N;LD;Flight Landed
LH1871;FCO;2023-05-19;19:00;2023-05-19;19:30;1;A66;DP;Flight Departed;MUC;2023-05-19;20:35;2023-05-19;20:46;2;G46;LD;Flight Landed;LH;1871;32M;LD;Flight Landed
EW9887;FCO;2023-05-19;19:25;2023-05-19;19:35;1;A05;DP;Flight Departed;DUS;2023-05-19;21:40;2023-05-19;21:33;;B91;LD;Flight Landed;EW;9887;31D;LD;Flight Landed
LH239;FCO;2023-05-19;19:25;2023-05-19;19:34;1;A63;DP;Flight Departed;FRA;2023-05-19;21:20;2023-05-19;21:32;1;A54;LD;Flight Landed;LH;239;32Q;LD;Flight Landed
LX1733;FCO;2023-05-19;20:15;2023-05-19;21:01;1;A65;DP;Flight Departed;ZRH;2023-05-19;21:45;2023-05-19;22:28;;;LD;Flight Landed;LX;1733;320;LD;Flight Landed
SN3184;FCO;2023-05-19;21:00;2023-05-19;22:34;1;;DP;Flight Departed;BRU;2023-05-19;23:10;2023-05-20;00:26;;;LD;Flight Landed;SN;3184;320;LD;Flight Landed
OS506;FCO;2023-05-19;21:30;2023-05-19;21:33;1;A62;DP;Flight Departed;VIE;2023-05-19;23:05;2023-05-19;23:05;3;F22A;LD;Flight Landed;OS;506;320;LD;Flight Landed
LH983;DUB;2023-05-19;05:55;2023-05-19;06:11;1;303;DP;Flight Departed;FRA;2023-05-19;08:55;2023-05-19;08:58;1;B44;LD;Flight Landed;LH;983;32N;LD;Flight Landed
LX407;DUB;2023-05-19;08:00;2023-05-19;08:04;1;303;DP;Flight Departed;ZRH;2023-05-19;11:15;2023-05-19;11:30;;;LD;Flight Landed;LX;407;221;LD;Flight Landed
